creator_id,platform,content_type,time_slot,avg_engagement
9,Instagram,LONG,4,0.525
9,Instagram,LONG,5,0.615
9,Instagram,LONG,6,0.314
9,Instagram,LONG,7,0.673
9,Instagram,LONG,8,0.762
9,Instagram,LONG,9,0.642
9,Instagram,LONG,10,0.713
9,Instagram,LONG,11,0.684
9,Instagram,LONG,12,0.383
9,Instagram,LONG,13,0.524
9,Instagram,LONG,14,0.391
9,Instagram,LONG,15,0.457
9,Instagram,LONG,16,0.525
9,Instagram,LONG,17,0.503
9,Instagram,LONG,18,0.312
9,Instagram,LONG,19,0.509
9,Instagram,LONG,20,0.651
9,Instagram,LONG,21,0.478
9,Instagram,LONG,22,0.346
9,Instagram,LONG,23,0.804
9,YouTube,SHORT,0,0.295
9,YouTube,SHORT,1,0.75
9,YouTube,SHORT,2,0.31
9,YouTube,SHORT,3,0.312
9,YouTube,SHORT,4,0.695
9,YouTube,SHORT,5,0.738
9,YouTube,SHORT,6,0.586
9,YouTube,SHORT,7,0.604
9,YouTube,SHORT,8,0.589
9,YouTube,SHORT,9,0.451
9,YouTube,SHORT,10,0.328
9,YouTube,SHORT,11,0.465
9,YouTube,SHORT,12,0.651
9,YouTube,SHORT,13,0.701
9,YouTube,SHORT,14,0.772
9,YouTube,SHORT,15,0.684
9,YouTube,SHORT,16,0.831
9,YouTube,SHORT,17,0.612
9,YouTube,SHORT,18,0.464
9,YouTube,SHORT,19,0.599
9,YouTube,SHORT,20,0.382
9,YouTube,SHORT,21,0.646
9,YouTube,SHORT,22,0.388
9,YouTube,SHORT,23,0.319
9,YouTube,LONG,0,1.115
9,YouTube,LONG,1,0.697
9,YouTube,LONG,2,1.042
9,YouTube,LONG,3,0.877
9,YouTube,LONG,4,1.081
9,YouTube,LONG,5,1.115
9,YouTube,LONG,6,1.228
9,YouTube,LONG,7,1.091
9,YouTube,LONG,8,0.912
9,YouTube,LONG,9,0.937
9,YouTube,LONG,10,0.398
9,YouTube,LONG,11,1.188
9,YouTube,LONG,12,1.101
9,YouTube,LONG,13,0.609
9,YouTube,LONG,14,0.533
9,YouTube,LONG,15,0.99
9,YouTube,LONG,16,0.645
9,YouTube,LONG,17,0.672
9,YouTube,LONG,18,0.38
9,YouTube,LONG,19,1.136
9,YouTube,LONG,20,0.871
9,YouTube,LONG,21,0.726
9,YouTube,LONG,22,0.499
9,YouTube,LONG,23,0.929
10,Instagram,SHORT,0,0.402
10,Instagram,SHORT,1,1.028
10,Instagram,SHORT,2,0.563
10,Instagram,SHORT,3,0.742
10,Instagram,SHORT,4,0.673
10,Instagram,SHORT,5,0.699
10,Instagram,SHORT,6,1.006
10,Instagram,SHORT,7,1.055
10,Instagram,SHORT,8,0.872
10,Instagram,SHORT,9,0.449
10,Instagram,SHORT,10,0.421
10,Instagram,SHORT,11,0.513
10,Instagram,SHORT,12,0.916
10,Instagram,SHORT,13,0.965
10,Instagram,SHORT,14,0.613
10,Instagram,SHORT,15,0.954
10,Instagram,SHORT,16,0.8
10,Instagram,SHORT,17,0.762
10,Instagram,SHORT,18,0.614
10,Instagram,SHORT,19,1.036
10,Instagram,SHORT,20,0.475
10,Instagram,SHORT,21,0.751
10,Instagram,SHORT,22,0.623
10,Instagram,SHORT,23,0.969
10,Instagram,LONG,0,0.545
10,Instagram,LONG,1,0.652
10,Instagram,LONG,2,0.282
10,Instagram,LONG,3,0.49
10,Instagram,LONG,4,0.612
10,Instagram,LONG,5,0.26
10,Instagram,LONG,6,0.434
10,Instagram,LONG,7,0.381
10,Instagram,LONG,8,0.337
10,Instagram,LONG,9,0.407
10,Instagram,LONG,10,0.45
10,Instagram,LONG,11,0.26
10,Instagram,LONG,12,0.699
10,Instagram,LONG,13,0.36
10,Instagram,LONG,14,0.481
10,Instagram,LONG,15,0.674
10,Instagram,LONG,16,0.553
10,Instagram,LONG,17,0.751
10,Instagram,LONG,18,0.735
10,Instagram,LONG,19,0.298
10,Instagram,LONG,20,0.768
10,Instagram,LONG,21,0.28
10,Instagram,LONG,22,0.266
10,Instagram,LONG,23,0.803
10,YouTube,SHORT,0,0.768
10,YouTube,SHORT,1,0.598
10,YouTube,SHORT,2,0.596
10,YouTube,SHORT,3,0.677
10,YouTube,SHORT,4,0.504
10,YouTube,SHORT,5,0.324
10,YouTube,SHORT,6,0.267
10,YouTube,SHORT,7,0.448
10,YouTube,SHORT,8,0.732
10,YouTube,SHORT,9,0.623
10,YouTube,SHORT,10,0.75
10,YouTube,SHORT,11,0.802
10,YouTube,SHORT,12,0.307
10,YouTube,SHORT,13,0.757
10,YouTube,SHORT,14,0.4
10,YouTube,SHORT,15,0.605
10,YouTube,SHORT,16,0.567
10,YouTube,SHORT,17,0.49
10,YouTube,SHORT,18,0.44
10,YouTube,SHORT,19,0.457
10,YouTube,SHORT,20,0.453
10,YouTube,SHORT,21,0.355
10,YouTube,SHORT,22,0.559
10,YouTube,SHORT,23,0.323
10,YouTube,LONG,0,0.821
10,YouTube,LONG,1,1.168
10,YouTube,LONG,2,0.681
10,YouTube,LONG,3,1.011
10,YouTube,LONG,4,1.092
10,YouTube,LONG,5,1.088
10,YouTube,LONG,6,0.582
10,YouTube,LONG,7,0.503
10,YouTube,LONG,8,0.548
10,YouTube,LONG,9,0.902
10,YouTube,LONG,10,1.04
10,YouTube,LONG,11,0.949
10,YouTube,LONG,12,0.53
10,YouTube,LONG,13,1.051
10,YouTube,LONG,14,0.807
10,YouTube,LONG,15,1.035
10,YouTube,LONG,16,1.04
10,YouTube,LONG,17,0.768
10,YouTube,LONG,18,1.184
10,YouTube,LONG,19,0.869
10,YouTube,LONG,20,0.931
10,YouTube,LONG,21,0.921
10,YouTube,LONG,22,1.131
10,YouTube,LONG,23,0.924
11,Instagram,SHORT,0,0.507
11,Instagram,SHORT,1,0.435
11,Instagram,SHORT,2,0.762
11,Instagram,SHORT,3,0.64
11,Instagram,SHORT,4,0.615
11,Instagram,SHORT,5,0.424
11,Instagram,SHORT,6,0.819
11,Instagram,SHORT,7,0.647
11,Instagram,SHORT,8,0.77
11,Instagram,SHORT,9,0.425
11,Instagram,SHORT,10,1.103
11,Instagram,SHORT,11,0.442
11,Instagram,SHORT,12,1.131
11,Instagram,SHORT,13,1.123
11,Instagram,SHORT,14,0.913
11,Instagram,SHORT,15,0.819
11,Instagram,SHORT,16,0.78
11,Instagram,SHORT,17,0.86
11,Instagram,SHORT,18,1.068
11,Instagram,SHORT,19,1.159
11,Instagram,SHORT,20,0.769
11,Instagram,SHORT,21,1.084
11,Instagram,SHORT,22,0.945
11,Instagram,SHORT,23,0.656
11,Instagram,LONG,0,0.538
11,Instagram,LONG,1,0.345
11,Instagram,LONG,2,0.292
11,Instagram,LONG,3,0.317
11,Instagram,LONG,4,0.79
11,Instagram,LONG,5,0.459
11,Instagram,LONG,6,0.68
11,Instagram,LONG,7,0.555
11,Instagram,LONG,8,0.358
11,Instagram,LONG,9,0.402
11,Instagram,LONG,10,0.515
11,Instagram,LONG,11,0.516
11,Instagram,LONG,12,0.566
11,Instagram,LONG,13,0.349
11,Instagram,LONG,14,0.477
11,Instagram,LONG,15,0.423
11,Instagram,LONG,16,0.498
11,Instagram,LONG,17,0.456
11,Instagram,LONG,18,0.611
11,Instagram,LONG,19,0.725
11,Instagram,LONG,20,0.64
11,Instagram,LONG,21,0.294
11,Instagram,LONG,22,0.311
11,Instagram,LONG,23,0.659
11,YouTube,SHORT,0,0.424
11,YouTube,SHORT,1,0.686
11,YouTube,SHORT,2,0.646
11,YouTube,SHORT,3,0.794
11,YouTube,SHORT,4,0.775
11,YouTube,SHORT,5,0.453
11,YouTube,SHORT,6,0.602
11,YouTube,SHORT,7,0.339
11,YouTube,SHORT,8,0.463
11,YouTube,SHORT,9,0.831
11,YouTube,SHORT,10,0.671
11,YouTube,SHORT,11,0.488
11,YouTube,SHORT,12,0.609
11,YouTube,SHORT,13,0.813
11,YouTube,SHORT,14,0.439
11,YouTube,SHORT,15,0.479
11,YouTube,SHORT,16,0.726
11,YouTube,SHORT,17,0.739
11,YouTube,SHORT,18,0.654
11,YouTube,SHORT,19,0.748
11,YouTube,SHORT,20,0.695
11,YouTube,SHORT,21,0.663
11,YouTube,SHORT,22,0.568
11,YouTube,SHORT,23,0.639
11,YouTube,LONG,0,0.745
11,YouTube,LONG,1,0.692
11,YouTube,LONG,2,0.692
11,YouTube,LONG,3,0.533
11,YouTube,LONG,4,0.562
11,YouTube,LONG,5,1.204
11,YouTube,LONG,6,0.8
11,YouTube,LONG,7,0.573
11,YouTube,LONG,8,0.495
11,YouTube,LONG,9,0.443
11,YouTube,LONG,10,1.114
11,YouTube,LONG,11,0.463
11,YouTube,LONG,12,1.05
11,YouTube,LONG,13,1.106
11,YouTube,LONG,14,1.148
11,YouTube,LONG,15,0.408
11,YouTube,LONG,16,0.67
11,YouTube,LONG,17,1.046
11,YouTube,LONG,18,0.49
11,YouTube,LONG,19,0.705
11,YouTube,LONG,20,0.517
11,YouTube,LONG,21,1.102
11,YouTube,LONG,22,1.05
11,YouTube,LONG,23,1.083
12,Instagram,SHORT,0,0.52
12,Instagram,SHORT,1,0.758
12,Instagram,SHORT,2,0.735
12,Instagram,SHORT,3,0.967
12,Instagram,SHORT,4,0.583
12,Instagram,SHORT,5,0.764
12,Instagram,SHORT,6,0.624
12,Instagram,SHORT,7,1.03
12,Instagram,SHORT,8,0.768
12,Instagram,SHORT,9,0.842
12,Instagram,SHORT,10,0.646
12,Instagram,SHORT,11,1.083
12,Instagram,SHORT,12,0.785
12,Instagram,SHORT,13,1.106
12,Instagram,SHORT,14,0.697
12,Instagram,SHORT,15,1.204
12,Instagram,SHORT,16,1.236
12,Instagram,SHORT,17,0.779
12,Instagram,SHORT,18,0.622
12,Instagram,SHORT,19,0.709
12,Instagram,SHORT,20,0.837
12,Instagram,SHORT,21,1.22
12,Instagram,SHORT,22,1.09
12,Instagram,SHORT,23,1.076
12,Instagram,LONG,0,0.337
12,Instagram,LONG,1,0.404
12,Instagram,LONG,2,0.637
12,Instagram,LONG,3,0.775
12,Instagram,LONG,4,0.585
12,Instagram,LONG,5,0.316
12,Instagram,LONG,6,0.758
12,Instagram,LONG,7,0.761
12,Instagram,LONG,8,0.425
12,Instagram,LONG,9,0.709
12,Instagram,LONG,10,0.417
12,Instagram,LONG,11,0.794
12,Instagram,LONG,12,0.343
12,Instagram,LONG,13,0.515
12,Instagram,LONG,14,0.818
12,Instagram,LONG,15,0.387
12,Instagram,LONG,16,0.523
12,Instagram,LONG,17,0.463
12,Instagram,LONG,18,0.271
12,Instagram,LONG,19,0.287
12,Instagram,LONG,20,0.554
12,Instagram,LONG,21,0.395
12,Instagram,LONG,22,0.847
12,Instagram,LONG,23,0.478
12,YouTube,SHORT,0,0.272
12,YouTube,SHORT,1,0.809
12,YouTube,SHORT,2,0.754
12,YouTube,SHORT,3,0.642
12,YouTube,SHORT,4,0.726
12,YouTube,SHORT,5,0.337
12,YouTube,SHORT,6,0.426
12,YouTube,SHORT,7,0.749
12,YouTube,SHORT,8,0.669
12,YouTube,SHORT,9,0.338
12,YouTube,SHORT,10,0.675
12,YouTube,SHORT,11,0.522
12,YouTube,SHORT,12,0.258
12,YouTube,SHORT,13,0.302
12,YouTube,SHORT,14,0.407
12,YouTube,SHORT,15,0.752
12,YouTube,SHORT,16,0.582
12,YouTube,SHORT,17,0.688
12,YouTube,SHORT,18,0.569
12,YouTube,SHORT,19,0.321
12,YouTube,SHORT,20,0.426
12,YouTube,SHORT,21,0.434
12,YouTube,SHORT,22,0.283
12,YouTube,SHORT,23,0.505
12,YouTube,LONG,0,1.07
12,YouTube,LONG,1,0.775
12,YouTube,LONG,2,0.472
12,YouTube,LONG,3,1.167
12,YouTube,LONG,4,0.897
12,YouTube,LONG,5,0.389
12,YouTube,LONG,6,0.826
12,YouTube,LONG,7,0.587
12,YouTube,LONG,8,0.501
12,YouTube,LONG,9,0.751
12,YouTube,LONG,10,0.913
12,YouTube,LONG,11,0.585
12,YouTube,LONG,12,0.739
12,YouTube,LONG,13,0.956
12,YouTube,LONG,14,0.45
12,YouTube,LONG,15,1.228
12,YouTube,LONG,16,0.434
12,YouTube,LONG,17,0.835
12,YouTube,LONG,18,0.819
12,YouTube,LONG,19,1.24
12,YouTube,LONG,20,0.86
12,YouTube,LONG,21,0.717
12,YouTube,LONG,22,0.786
12,YouTube,LONG,23,0.931
13,Instagram,SHORT,0,1.233
13,Instagram,SHORT,1,0.597
13,Instagram,SHORT,2,0.389
13,Instagram,SHORT,3,1.065
13,Instagram,SHORT,4,0.677
13,Instagram,SHORT,5,1.016
13,Instagram,SHORT,6,0.925
13,Instagram,SHORT,7,1.05
13,Instagram,SHORT,8,1.018
13,Instagram,SHORT,9,0.666
13,Instagram,SHORT,10,0.414
13,Instagram,SHORT,11,0.853
13,Instagram,SHORT,12,1.087
13,Instagram,SHORT,13,0.528
13,Instagram,SHORT,14,1.057
13,Instagram,SHORT,15,0.782
13,Instagram,SHORT,16,0.983
13,Instagram,SHORT,17,0.928
13,Instagram,SHORT,18,1.085
13,Instagram,SHORT,19,0.43
13,Instagram,SHORT,20,1.054
13,Instagram,SHORT,21,0.775
13,Instagram,SHORT,22,0.632
13,Instagram,SHORT,23,0.413
13,Instagram,LONG,0,0.374
13,Instagram,LONG,1,0.28
13,Instagram,LONG,2,0.81
13,Instagram,LONG,3,0.562
13,Instagram,LONG,4,0.844
13,Instagram,LONG,5,0.578
13,Instagram,LONG,6,0.406
13,Instagram,LONG,7,0.703
13,Instagram,LONG,8,0.369
13,Instagram,LONG,9,0.467
13,Instagram,LONG,10,0.72
13,Instagram,LONG,11,0.77
13,Instagram,LONG,12,0.452
13,Instagram,LONG,13,0.329
13,Instagram,LONG,14,0.474
13,Instagram,LONG,15,0.784
13,Instagram,LONG,16,0.697
13,Instagram,LONG,17,0.787
13,Instagram,LONG,18,0.485
13,Instagram,LONG,19,0.834
13,Instagram,LONG,20,0.55
13,Instagram,LONG,21,0.551
13,Instagram,LONG,22,0.805
13,Instagram,LONG,23,0.564
13,YouTube,SHORT,0,0.732
13,YouTube,SHORT,1,0.688
13,YouTube,SHORT,2,0.302
13,YouTube,SHORT,3,0.613
13,YouTube,SHORT,4,0.744
13,YouTube,SHORT,5,0.58
13,YouTube,SHORT,6,0.446
13,YouTube,SHORT,7,0.303
13,YouTube,SHORT,8,0.648
13,YouTube,SHORT,9,0.437
13,YouTube,SHORT,10,0.614
13,YouTube,SHORT,11,0.509
13,YouTube,SHORT,12,0.665
13,YouTube,SHORT,13,0.464
13,YouTube,SHORT,14,0.28
13,YouTube,SHORT,15,0.773
13,YouTube,SHORT,16,0.465
13,YouTube,SHORT,17,0.849
13,YouTube,SHORT,18,0.418
13,YouTube,SHORT,19,0.838
13,YouTube,SHORT,20,0.819
13,YouTube,SHORT,21,0.3
13,YouTube,SHORT,22,0.634
13,YouTube,SHORT,23,0.471
13,YouTube,LONG,0,1.076
13,YouTube,LONG,1,0.969
13,YouTube,LONG,2,1.209
13,YouTube,LONG,3,0.5
13,YouTube,LONG,4,0.907
13,YouTube,LONG,5,1.059
13,YouTube,LONG,6,0.405
13,YouTube,LONG,7,0.434
13,YouTube,LONG,8,1.056
13,YouTube,LONG,9,0.696
13,YouTube,LONG,10,0.71
13,YouTube,LONG,11,0.871
13,YouTube,LONG,12,0.904
13,YouTube,LONG,13,0.969
13,YouTube,LONG,14,1.205
13,YouTube,LONG,15,0.701
13,YouTube,LONG,16,1.043
13,YouTube,LONG,17,0.877
13,YouTube,LONG,18,0.838
13,YouTube,LONG,19,0.723
13,YouTube,LONG,20,0.943
13,YouTube,LONG,21,0.593
13,YouTube,LONG,22,0.474
13,YouTube,LONG,23,1.019
14,Instagram,SHORT,0,0.812
14,Instagram,SHORT,1,0.714
14,Instagram,SHORT,2,0.866
14,Instagram,SHORT,3,0.604
14,Instagram,SHORT,4,0.603
14,Instagram,SHORT,5,0.765
14,Instagram,SHORT,6,1.247
14,Instagram,SHORT,7,0.625
14,Instagram,SHORT,8,1.177
14,Instagram,SHORT,9,0.805
14,Instagram,SHORT,10,0.482
14,Instagram,SHORT,11,1.121
14,Instagram,SHORT,12,0.771
14,Instagram,SHORT,13,1.161
14,Instagram,SHORT,14,0.764
14,Instagram,SHORT,15,0.452
14,Instagram,SHORT,16,0.972
14,Instagram,SHORT,17,1.115
14,Instagram,SHORT,18,0.655
14,Instagram,SHORT,19,0.679
14,Instagram,SHORT,20,0.432
14,Instagram,SHORT,21,0.849
14,Instagram,SHORT,22,1.155
14,Instagram,SHORT,23,1.12
14,Instagram,LONG,0,0.679
14,Instagram,LONG,1,0.807
14,Instagram,LONG,2,0.634
14,Instagram,LONG,3,0.727
14,Instagram,LONG,4,0.558
14,Instagram,LONG,5,0.327
14,Instagram,LONG,6,0.375
14,Instagram,LONG,7,0.338
14,Instagram,LONG,8,0.725
14,Instagram,LONG,9,0.271
14,Instagram,LONG,10,0.585
14,Instagram,LONG,11,0.475
14,Instagram,LONG,12,0.733
14,Instagram,LONG,13,0.583
14,Instagram,LONG,14,0.619
14,Instagram,LONG,15,0.306
14,Instagram,LONG,16,0.439
14,Instagram,LONG,17,0.85
14,Instagram,LONG,18,0.683
14,Instagram,LONG,19,0.568
14,Instagram,LONG,20,0.713
14,Instagram,LONG,21,0.745
14,Instagram,LONG,22,0.299
14,Instagram,LONG,23,0.834
14,YouTube,SHORT,0,0.637
14,YouTube,SHORT,1,0.523
14,YouTube,SHORT,2,0.66
14,YouTube,SHORT,3,0.46
14,YouTube,SHORT,4,0.777
14,YouTube,SHORT,5,0.719
14,YouTube,SHORT,6,0.636
14,YouTube,SHORT,7,0.363
14,YouTube,SHORT,8,0.83
14,YouTube,SHORT,9,0.512
14,YouTube,SHORT,10,0.797
14,YouTube,SHORT,11,0.288
14,YouTube,SHORT,12,0.329
14,YouTube,SHORT,13,0.346
14,YouTube,SHORT,14,0.353
14,YouTube,SHORT,15,0.447
14,YouTube,SHORT,16,0.677
14,YouTube,SHORT,17,0.461
14,YouTube,SHORT,18,0.815
14,YouTube,SHORT,19,0.787
14,YouTube,SHORT,20,0.758
14,YouTube,SHORT,21,0.404
14,YouTube,SHORT,22,0.633
14,YouTube,SHORT,23,0.583
14,YouTube,LONG,0,0.485
14,YouTube,LONG,1,0.64
14,YouTube,LONG,2,0.842
14,YouTube,LONG,3,0.815
14,YouTube,LONG,4,0.523
14,YouTube,LONG,5,1.199
14,YouTube,LONG,6,0.51
14,YouTube,LONG,7,0.951
14,YouTube,LONG,8,1.006
14,YouTube,LONG,9,0.904
14,YouTube,LONG,10,1.112
14,YouTube,LONG,11,0.868
14,YouTube,LONG,12,1.097
14,YouTube,LONG,13,0.4
14,YouTube,LONG,14,0.415
14,YouTube,LONG,15,0.936
14,YouTube,LONG,16,0.88
14,YouTube,LONG,17,0.945
14,YouTube,LONG,18,1.046
14,YouTube,LONG,19,0.74
14,YouTube,LONG,20,0.934
14,YouTube,LONG,21,0.811
14,YouTube,LONG,22,0.924
14,YouTube,LONG,23,0.628
15,Instagram,SHORT,0,1.212
15,Instagram,SHORT,1,0.798
15,Instagram,SHORT,2,1.079
15,Instagram,SHORT,3,0.974
15,Instagram,SHORT,4,0.635
15,Instagram,SHORT,5,0.439
15,Instagram,SHORT,6,0.427
15,Instagram,SHORT,7,0.76
15,Instagram,SHORT,8,0.799
15,Instagram,SHORT,9,0.554
15,Instagram,SHORT,10,0.906
15,Instagram,SHORT,11,0.649
15,Instagram,SHORT,12,1.004
15,Instagram,SHORT,13,1.017
15,Instagram,SHORT,14,1.128
15,Instagram,SHORT,15,1.228
15,Instagram,SHORT,16,0.489
15,Instagram,SHORT,17,0.699
15,Instagram,SHORT,18,0.866
15,Instagram,SHORT,19,0.654
15,Instagram,SHORT,20,0.783
15,Instagram,SHORT,21,0.609
15,Instagram,SHORT,22,0.592
15,Instagram,SHORT,23,0.46
15,Instagram,LONG,0,0.428
15,Instagram,LONG,1,0.484
15,Instagram,LONG,2,0.621
15,Instagram,LONG,3,0.403
15,Instagram,LONG,4,0.77
15,Instagram,LONG,5,0.35
15,Instagram,LONG,6,0.45
15,Instagram,LONG,7,0.599
15,Instagram,LONG,8,0.441
15,Instagram,LONG,9,0.709
15,Instagram,LONG,10,0.551
15,Instagram,LONG,11,0.561
15,Instagram,LONG,12,0.552
15,Instagram,LONG,13,0.439
15,Instagram,LONG,14,0.269
15,Instagram,LONG,15,0.817
15,Instagram,LONG,16,0.556
15,Instagram,LONG,17,0.83
15,Instagram,LONG,18,0.383
15,Instagram,LONG,19,0.465
15,Instagram,LONG,20,0.285
15,Instagram,LONG,21,0.549
15,Instagram,LONG,22,0.78
15,Instagram,LONG,23,0.644
15,YouTube,SHORT,0,0.535
15,YouTube,SHORT,1,0.574
15,YouTube,SHORT,2,0.759
15,YouTube,SHORT,3,0.511
15,YouTube,SHORT,4,0.78
15,YouTube,SHORT,5,0.688
15,YouTube,SHORT,6,0.709
15,YouTube,SHORT,7,0.473
15,YouTube,SHORT,8,0.493
15,YouTube,SHORT,9,0.594
15,YouTube,SHORT,10,0.371
15,YouTube,SHORT,11,0.584
15,YouTube,SHORT,12,0.299
15,YouTube,SHORT,13,0.555
15,YouTube,SHORT,14,0.71
15,YouTube,SHORT,15,0.421
15,YouTube,SHORT,16,0.844
15,YouTube,SHORT,17,0.66
15,YouTube,SHORT,18,0.326
15,YouTube,SHORT,19,0.835
15,YouTube,SHORT,20,0.489
15,YouTube,SHORT,21,0.728
15,YouTube,SHORT,22,0.457
15,YouTube,SHORT,23,0.814
15,YouTube,LONG,0,1.036
15,YouTube,LONG,1,0.549
15,YouTube,LONG,2,0.82
15,YouTube,LONG,3,0.813
15,YouTube,LONG,4,0.415
15,YouTube,LONG,5,0.495
15,YouTube,LONG,6,0.666
15,YouTube,LONG,7,0.79
15,YouTube,LONG,8,0.775
15,YouTube,LONG,9,0.905
15,YouTube,LONG,10,0.826
15,YouTube,LONG,11,0.662
15,YouTube,LONG,12,0.911
15,YouTube,LONG,13,0.517
15,YouTube,LONG,14,1.242
15,YouTube,LONG,15,1.022
15,YouTube,LONG,16,0.637
15,YouTube,LONG,17,0.669
15,YouTube,LONG,18,1.1
15,YouTube,LONG,19,0.841
15,YouTube,LONG,20,0.995
15,YouTube,LONG,21,0.637
15,YouTube,LONG,22,1.089
15,YouTube,LONG,23,0.697
16,Instagram,SHORT,0,0.965
16,Instagram,SHORT,1,1.232
16,Instagram,SHORT,2,0.886
16,Instagram,SHORT,3,1.072
16,Instagram,SHORT,4,1.01
16,Instagram,SHORT,5,0.977
16,Instagram,SHORT,6,0.398
16,Instagram,SHORT,7,0.79
16,Instagram,SHORT,8,1.221
16,Instagram,SHORT,9,1.06
16,Instagram,SHORT,10,1.054
16,Instagram,SHORT,11,0.88
16,Instagram,SHORT,12,1.006
16,Instagram,SHORT,13,0.886
16,Instagram,SHORT,14,0.524
16,Instagram,SHORT,15,0.925
16,Instagram,SHORT,16,0.917
16,Instagram,SHORT,17,1.111
16,Instagram,SHORT,18,0.504
16,Instagram,SHORT,19,0.971
16,Instagram,SHORT,20,0.403
16,Instagram,SHORT,21,1.205
16,Instagram,SHORT,22,0.471
16,Instagram,SHORT,23,0.392
16,Instagram,LONG,0,0.442
16,Instagram,LONG,1,0.345
16,Instagram,LONG,2,0.666
16,Instagram,LONG,3,0.499
16,Instagram,LONG,4,0.716
16,Instagram,LONG,5,0.803
16,Instagram,LONG,6,0.774
16,Instagram,LONG,7,0.693
16,Instagram,LONG,8,0.292
16,Instagram,LONG,9,0.337
16,Instagram,LONG,10,0.378
16,Instagram,LONG,11,0.448
16,Instagram,LONG,12,0.649
16,Instagram,LONG,13,0.568
16,Instagram,LONG,14,0.442
16,Instagram,LONG,15,0.358
16,Instagram,LONG,16,0.798
16,Instagram,LONG,17,0.459
16,Instagram,LONG,18,0.466
16,Instagram,LONG,19,0.714
16,Instagram,LONG,20,0.684
16,Instagram,LONG,21,0.638
16,Instagram,LONG,22,0.668
16,Instagram,LONG,23,0.618
16,YouTube,SHORT,0,0.369
16,YouTube,SHORT,1,0.402
16,YouTube,SHORT,2,0.587
16,YouTube,SHORT,3,0.389
16,YouTube,SHORT,4,0.834
16,YouTube,SHORT,5,0.432
16,YouTube,SHORT,6,0.427
16,YouTube,SHORT,7,0.378
16,YouTube,SHORT,8,0.674
16,YouTube,SHORT,9,0.444
16,YouTube,SHORT,10,0.463
16,YouTube,SHORT,11,0.811
16,YouTube,SHORT,12,0.728
16,YouTube,SHORT,13,0.418
16,YouTube,SHORT,14,0.328
16,YouTube,SHORT,15,0.658
16,YouTube,SHORT,16,0.481
16,YouTube,SHORT,17,0.838
16,YouTube,SHORT,18,0.742
16,YouTube,SHORT,19,0.823
16,YouTube,SHORT,20,0.734
16,YouTube,SHORT,21,0.428
16,YouTube,SHORT,22,0.426
16,YouTube,SHORT,23,0.68
16,YouTube,LONG,0,0.678
16,YouTube,LONG,1,0.762
16,YouTube,LONG,2,0.599
16,YouTube,LONG,3,0.794
16,YouTube,LONG,4,0.552
16,YouTube,LONG,5,0.846
16,YouTube,LONG,6,1.191
16,YouTube,LONG,7,0.984
16,YouTube,LONG,8,0.495
16,YouTube,LONG,9,0.914
16,YouTube,LONG,10,0.888
16,YouTube,LONG,11,0.587
16,YouTube,LONG,12,0.961
16,YouTube,LONG,13,0.84
16,YouTube,LONG,14,0.933
16,YouTube,LONG,15,0.421
16,YouTube,LONG,16,0.737
16,YouTube,LONG,17,1.003
16,YouTube,LONG,18,0.463
16,YouTube,LONG,19,1.049
16,YouTube,LONG,20,0.38
16,YouTube,LONG,21,0.857
16,YouTube,LONG,22,1.188
16,YouTube,LONG,23,0.731
17,Instagram,SHORT,0,1.193
17,Instagram,SHORT,1,1.144
17,Instagram,SHORT,2,0.793
17,Instagram,SHORT,3,0.55
17,Instagram,SHORT,4,1.218
17,Instagram,SHORT,5,0.656
17,Instagram,SHORT,6,0.94
17,Instagram,SHORT,7,1.169
17,Instagram,SHORT,8,0.453
17,Instagram,SHORT,9,0.877
17,Instagram,SHORT,10,0.843
17,Instagram,SHORT,11,1.008
17,Instagram,SHORT,12,1.195
17,Instagram,SHORT,13,1.174
17,Instagram,SHORT,14,0.528
17,Instagram,SHORT,15,1.147
17,Instagram,SHORT,16,0.529
17,Instagram,SHORT,17,1.18
17,Instagram,SHORT,18,1.248
17,Instagram,SHORT,19,0.722
17,Instagram,SHORT,20,0.808
17,Instagram,SHORT,21,1.195
17,Instagram,SHORT,22,1.217
17,Instagram,SHORT,23,1.185
17,Instagram,LONG,0,0.777
17,Instagram,LONG,1,0.261
17,Instagram,LONG,2,0.593
17,Instagram,LONG,3,0.319
17,Instagram,LONG,4,0.84
17,Instagram,LONG,5,0.424
17,Instagram,LONG,6,0.844
17,Instagram,LONG,7,0.578
17,Instagram,LONG,8,0.549
17,Instagram,LONG,9,0.813
17,Instagram,LONG,10,0.761
17,Instagram,LONG,11,0.533
17,Instagram,LONG,12,0.37
17,Instagram,LONG,13,0.322
17,Instagram,LONG,14,0.352
17,Instagram,LONG,15,0.528
17,Instagram,LONG,16,0.408
17,Instagram,LONG,17,0.366
17,Instagram,LONG,18,0.693
17,Instagram,LONG,19,0.726
17,Instagram,LONG,20,0.593
17,Instagram,LONG,21,0.706
17,Instagram,LONG,22,0.359
17,Instagram,LONG,23,0.764
17,YouTube,SHORT,0,0.789
17,YouTube,SHORT,1,0.747
17,YouTube,SHORT,2,0.562
17,YouTube,SHORT,3,0.307
17,YouTube,SHORT,4,0.653
17,YouTube,SHORT,5,0.365
17,YouTube,SHORT,6,0.339
17,YouTube,SHORT,7,0.448
17,YouTube,SHORT,8,0.403
17,YouTube,SHORT,9,0.41
